29214,KEN2110,7.0,18/01/11
29214,KEN2120,6.0,29/11/10
29214,KEN2130,4.0,18/11/10
29214,KEN2210,7.0,13/01/11
29214,KEN2300,7.0,03/02/11
29214,KEN2420,4.0,26/04/11
29214,KEN1210,6.0,21/02/11
29214,KEN1510,3.0,18/07/11
29214,KEN1520,6.0,06/07/11
36351,KEN2110,7.0,18/01/11
36351,KEN2120,8.0,29/11/10
36351,KEN2130,7.0,18/11/10
36351,KEN2210,8.0,13/01/11
36351,KEN2220,7.0,03/01/11
36351,KEN2230,7.0,27/01/11
36351,KEN2300,7.0,03/02/11
36351,KEN2410,7.0,11/04/11
36351,KEN2420,6.0,26/04/11
36351,KEN2430,7.0,07/04/11
36351,KEN2510,9.0,14/06/11
36351,KEN2520,8.0,17/06/11
36351,KEN2530,8.0,09/06/11
36351,KEN2600,9.0,12/07/11
26705,KEN1110,5.0,11/11/10
26705,KEN1120,7.0,12/12/11
26705,KEN1220,5.0,06/01/11
26705,KEN1410,8.0,14/04/11
26705,KEN1430,7.0,11/04/11
96723,KEN2420,7.0,18/07/11
96723,KEN2430,7.0,07/04/11
68316,KEN1210,5.0,21/02/11
68316,KEN1220,6.0,06/01/11
68316,KEN1230,8.0,10/02/11
68316,KEN1410,3.0,14/04/11
68316,KEN1420,6.0,11/04/11
68316,KEN1430,8.0,11/04/11
68316,KEN1510,6.0,06/07/11
68316,KEN1530,8.0,23/06/11
68316,KEN1600,8.0,04/07/11
50851,KEN1110,7.0,11/11/10
50851,KEN1120,6.0,02/11/10
50851,KEN1130,6.0,08/02/11
50851,KEN1300,8.0,03/02/11
50851,KEN1210,6.0,21/02/11
50851,KEN1220,7.0,06/01/11
50851,KEN1230,7.0,10/02/11
50851,KEN1410,2.0,14/04/11
50851,KEN1420,3.0,18/07/11
50851,KEN1430,6.0,11/04/11
50851,KEN1510,1.0,22/06/11
50851,KEN1520,5.0,06/07/11
50851,KEN1530,2.0,15/08/11
50851,KEN1600,8.0,04/07/11
63073,KEN1110,6.0,17/02/11
63073,KEN1120,2.0,17/02/11
63073,KEN1130,1.0,02/11/10
63073,KEN1300,8.0,03/02/11
63073,KEN1210,3.0,21/02/11
63073,KEN1220,2.0,06/01/11
63073,KEN1230,1.0,06/01/11
52600,KEN1110,6.0,11/11/10
52600,KEN1120,8.0,02/11/10
52600,KEN1130,6.0,02/11/10
52600,KEN1300,8.0,03/02/11
52600,KEN1210,7.0,13/01/11
52600,KEN1220,8.0,28/03/11
52600,KEN1410,7.0,14/04/11
52600,KEN1420,4.0,18/07/11
52600,KEN1430,9.0,11/04/11
52600,KEN1520,4.0,20/06/11
52600,KEN1530,1.0,23/06/11
52600,KEN1600,6.0,16/02/12
8703,KEN1110,7.0,11/11/10
8703,KEN1120,7.0,02/11/10
8703,KEN1130,6.0,02/11/10
8703,KEN1300,8.0,03/02/11
8703,KEN1210,6.0,13/01/11
8703,KEN1220,6.0,06/01/11
8703,KEN1230,4.0,10/02/11
8703,KEN1410,6.0,14/04/11
8703,KEN1420,4.0,18/07/11
8703,KEN1430,8.0,11/04/11
8703,KEN1510,1.0,22/06/11
8703,KEN1520,6.0,20/06/11
8703,KEN1530,1.0,15/08/11
8703,KEN1600,5.0,04/07/11
33963,KEN1110,7.0,11/11/10
33963,KEN1120,6.0,02/11/10
33963,KEN1130,6.0,02/11/10
33963,KEN1300,8.0,03/02/11
33963,KEN1210,8.0,13/01/11
33963,KEN1220,7.0,10/02/11
33963,KEN1230,7.0,06/01/11
33963,KEN1410,7.0,05/07/11
33963,KEN1420,6.0,11/04/11
33963,KEN1430,8.0,11/04/11
33963,KEN1510,7.0,22/06/11
33963,KEN1520,6.0,06/07/11
33963,KEN1530,7.0,23/06/11
33963,KEN1600,8.0,04/07/11
93383,KEN1110,7.0,11/11/10
93383,KEN1120,4.0,02/11/10
93383,KEN1130,6.0,02/11/10
93383,KEN1210,3.0,13/01/11
93383,KEN1220,3.0,06/01/11
93383,KEN1230,5.0,06/01/11
67986,KEN1110,9.0,11/11/10
67986,KEN1120,7.0,02/11/10
67986,KEN1130,7.0,02/11/10
67986,KEN1300,8.0,03/02/11
67986,KEN1210,5.0,13/01/11
67986,KEN1220,7.0,06/01/11
67986,KEN1230,9.0,06/01/11
67986,KEN1410,9.0,14/04/11
67986,KEN1420,8.0,11/04/11
67986,KEN1430,8.0,11/04/11
67986,KEN1510,6.0,22/06/11
67986,KEN1520,8.0,20/06/11
67986,KEN1530,8.0,23/06/11
67986,KEN1600,8.0,04/07/11
61067,KEN1110,7.0,11/11/10
61067,KEN1300,8.0,15/02/11
61067,KEN2210,3.0,13/01/11
61067,KEN1210,6.0,13/01/11
61067,KEN1430,8.0,11/04/11
61067,KEN1520,6.0,06/07/11
61067,KEN1530,9.0,23/06/11
61067,KEN1600,7.0,04/07/11
76266,KEN1110,8.0,11/11/10
76266,KEN1120,8.0,02/11/10
76266,KEN1130,6.0,08/02/11
76266,KEN1300,8.0,03/02/11
76266,KEN1210,9.0,13/01/11
76266,KEN1220,8.0,10/02/11
76266,KEN1430,4.0,11/04/11
77422,KEN1110,8.0,11/11/10
77422,KEN1120,6.0,02/11/10
77422,KEN1130,8.0,02/11/10
77422,KEN1300,9.0,03/02/11
77422,KEN1210,8.0,13/01/11
77422,KEN1220,7.0,10/02/11
77422,KEN1230,7.0,06/01/11
77422,KEN1410,8.0,14/04/11
77422,KEN1420,6.0,11/04/11
77422,KEN1430,8.0,11/04/11
77422,KEN1510,9.0,22/06/11
77422,KEN1520,6.0,06/07/11
77422,KEN1530,8.0,23/06/11
77422,KEN1600,7.0,04/07/11
27313,KEN1110,8.0,11/11/10
27313,KEN1120,9.0,17/02/11
27313,KEN1130,4.0,02/11/10
27313,KEN1300,8.0,03/02/11
27313,KEN1210,2.0,21/02/11
27313,KEN1220,6.0,06/01/11
67657,KEN1110,7.0,11/11/10
67657,KEN1120,7.0,02/11/10
67657,KEN1130,5.0,08/02/11
67657,KEN1300,9.0,03/02/11
67657,KEN1210,3.0,21/02/11
67657,KEN1220,6.0,06/01/11
67657,KEN1230,5.0,10/02/11
67657,KEN1410,3.0,14/04/11
67657,KEN1420,6.0,11/04/11
67657,KEN1430,7.0,11/04/11
67657,KEN1530,3.0,23/06/11
24583,KEN1110,4.0,11/11/10
23262,KEN1110,10.0,11/11/10
23262,KEN1120,6.0,02/11/10
23262,KEN1130,7.0,02/11/10
23262,KEN1300,8.0,03/02/11
23262,KEN1210,6.0,13/01/11
23262,KEN1220,7.0,10/02/11
23262,KEN1230,7.0,13/01/11
23262,KEN1410,8.0,14/04/11
23262,KEN1420,6.0,11/04/11
23262,KEN1430,7.0,11/04/11
23262,KEN1510,8.0,22/06/11
23262,KEN1520,6.0,20/06/11
23262,KEN1530,7.0,23/06/11
23262,KEN1600,8.0,04/07/11
9725,KEN3120,5.0,02/03/12
9725,KEN1230,7.0,10/02/11
9725,KEN3231,5.0,01/02/11
9725,KEN3235,7.0,13/01/11
9725,KEN3236,6.0,13/01/11
9725,KEN3130,3.0,16/11/10
9725,KEN2130,3.0,08/02/11
9725,KEN3234,6.0,02/12/10
9725,KEN3300,9.0,08/02/11
9725,KEN2420,4.0,18/07/11
9725,KEN3420,5.0,19/04/11
9725,KEN3430,6.0,03/05/11
9725,KEN1510,5.0,13/02/12
79545,KEN1110,7.0,11/11/10
79545,KEN1120,7.0,02/11/10
79545,KEN1130,8.0,02/11/10
79545,KEN1300,8.0,03/02/11
79545,KEN1210,8.0,21/02/11
79545,KEN1220,6.0,06/01/11
79545,KEN1230,7.0,06/01/11
79545,KEN1410,8.0,14/04/11
79545,KEN1420,9.0,11/04/11
79545,KEN1430,9.0,11/04/11
79545,KEN1510,8.0,22/06/11
79545,KEN1520,9.0,20/06/11
79545,KEN1530,10.0,23/06/11
79545,KEN1600,7.0,04/07/11
